Time,Distance
20220323_22-08-44,9.952330589294434
20220323_22-08-56,8.811533451080322
20220323_22-09-08,15.092051029205322
20220323_22-09-20,15.431427955627441
20220323_22-09-32,16.97702407836914
20220323_22-09-44,16.52315855026245
20220323_22-09-56,17.00155735015869
20220323_22-10-08,99.92795753479004 
